source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,abilities
IslandiaMyths,The Peons,the-peons,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Deities of Island of the Peon People,
IslandiaMyths,Caole,caole,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Deities of Island of the Peon People,
IslandiaMyths,The Gentiies,the-gentiies,,Mythology,published,,Main Universe,Mythology; Other Myths,,,Deities of Island of the Peon People,
IslandiaMyths,Nicolih Natale,nicolih-natale,,Mythology,published,"Spirit of Wrongdoing, spitefulness, trickery, and the night",Main Universe,Mythology; Other Myths,,,,
IslandiaMyths,Es,es,,Mythology,published,"Rank: Supreme God over the North Island

Es was supreme deity over the North Island; his troops made of stone were his constant bodyguards. He created angels and demons to control the fates of good and evil and create balance in the world. He grew from the sea and with the help of his talking pigeon he became the Supreme God.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Moose,moose,,Mythology,published,"Rank: Supreme Father God of the Indians

Moose was sacred to the Indians and the Africans because he was their supreme father. But when Moose sold their lands to other supreme deities for immortality, he was banished to the West Island of the Four Corners. He then made the lands, waters, sky, and invented fire from rocks so he could have a home to rule.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Aa,aa,,Mythology,published,"Rank: Wisdom Goddess

Aa was sister and wife to Es. Born at the same time from the universe, Aa and her brother split of two islands, North and South and pushed them far from each other so they could rule over them. Aa was divine and gave order and great wisdom. She created man and from her breasts came food and rain.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Tear,tear,,Mythology,published,"Rank: Crying Goddess

Tear was the crying goddess bound to a tree because the other gods couldn't bear her loud crying in the heavens. Once the goddess was visited by a young girl who was then turned to stone by the sound of the goddess' cries. A dog later became immune to the crying because of its acute hearing; it release the goddess by biting at her chains. For his reward, Tear gave animals voices although heard from humans are just whimpering sounds similar to the goddess’ cries. Tear would then take the dog and give him immortality and since then Tear is pictured as a beautiful woman that stood next to a dog.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Senda,senda,,Mythology,published,"Rank: Warrior of the Four Corners

Senda had no fears and was worshiped as the great warrior of the Four Corners. He was high in power and worship that he was given the title of supreme god. He gave the world animals and built cities for mankind. Senda ruled over the East island.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Ware,ware,,Mythology,published,"Rank: Three War Gods

Ware was three War Gods of the north and south islands. One planned and directed war, the other decided the outcome, and the third took control over the dead warriors trained them and sent them to his sacred halls in heaven to feasts.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Aero Optus’,aero-optus,,Mythology,published,"Rank: Man made Gods

Aero Optus' were several gods made by man from stone and plants. From the rivers of Immortality which flowed freely throughout the Eastern Island, man gave these statues immortality and they came to life. For their lives, these collections of deities made the chariot, mirror, beer, and brought peace to the islands.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Nuni,nuni,,Mythology,published,"Rank: Member of the Ware

Nuni warlord that was granted immortality from the Ware for saving them from the Neckless Serpent. Nuni is described to being a tyrant that rode across the sky with thunder being made from his laughter and rain from the sparks of his chariot's wheels. Nuni would later be inducted into the Ware and made their third deity, but of the other two, Nuni is still worshiped separately.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods; Ware,
IslandiaMyths,Neckless Serpent,neckless-serpent,,Mythology,published,"Rank: None

Neckless Serpent was seen across the world in various forms, the Elitsyians called it the Black Brocken that could eat ships and rip apart islands. This serpent was so long that its dead skin made the oceans floors. Nuni killed it and used its teeth to protect the world from the demons of Es; its skin was turned into the veil that separated the heavens, hell, and Earth. From its blood drew the rivers, oceans, streams, and lakes.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Si’unduru,siunduru,,Mythology,published,"Rank: Creator Deity
Note: opruma

Si'unduru, opruma was the unified all powerful deity that created all things, it founded Elitsyian Mythology and was spoken of by the Islands of Lostasia and with the Elitsyians as the original force that existed before even Anka. It was the nothingness and throughout time it would take 20 different forms in the shape of male and female gods. Si'unduru, opruma means “all important fathers of all” and its name was given by the first original settlers that founded Lostasia and later the Islands of Lostasia. These people were believed to have been uncivilized cavemen.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Anthrita,anthrita,,Mythology,published,"Rank: Goddess of Childbirth, Motherhood, & Fertility

Anthrita was a spider looking goddess and one of the 20 forms of Si'unduru, opruma that married Nuni and gave guided mothers into childbirth and protected spiders and all insects.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Apushra,apushra,,Mythology,published,"Rank: Goddess and Commander over Water

Apushra had over 100 arms and in each held the stars. She was also a water god after assisting, Nuni in killing the Neckless Serpent by building his mighty sword. From this Apushra took over the oceans and seas and named Goddess and Commander over water. She hid in the Indian Ocean and took home in the many seas, lakes, and rivers of the world.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Barwata,barwata,,Mythology,published,"Rank: Mortal King of West Island

Barwata the 15th form of Si'unduru,opruma appeared in the book, The Lost Adventures as somewhat of a naive king from the West Island. The book said that once the king fell in love with a beautiful maiden and after knowing the maiden was a snake witch in disguised, he still remain in love. The snake witch bit him and he died of poison. His spirit cast to Hell for his ignorance. This was one of the only mortal forms of Si'unduru,opruma.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Casa,casa,,Mythology,published,"Rank: Chief commander of the Rosh Empire

Casa was the form of Si'unduru,opruma and served as Chief commander of the Rosh Empire, a group of farmers who tried to take over the kingdom of the Western Island. When the farmers took control they appointed Casa with the vile of immortality and she shared it with her farmers transforming them into immortal gods. Casa sits on a white sea surrounded by floating orbs, she could pass through realms at ease, and she is recognized as a Warrior Goddess.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Vaginarah,vaginarah,,Mythology,published,"Rank: Supreme Deity

Viginarah the half phoenix and half man were godly enough to be called supreme deity. Depicted as to have 8 wings and 7 tails that are the rainbow, Viginarah another form of Si'unduru, opruma could heal, speak in all languages, and carried the spirits of his other forms on his back so they can all become one at the top of the tallest mountain. Viginarah was associated with great wisdom and incredible strength.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Juatamumu,juatamumu,,Mythology,published,"Rank: Prince of the Northern Island

Juatamumu was prince of the Northern Island; he learned of his peoples suffering from being poor and granted them safe passage to a mysterious city just beyond the walls that sheltered the island from intruders. In this city was the treasure of the world and food for the immortals. Juatamumu was one of two only mortal forms of Si'unduru,opruma.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Monk,monk,,Mythology,published,"Rank: Father of the Monks

Monk gave birth to the first monk that took his name; he was the 10th form of Si'unduru, opruma and would invent religion and sacrifice. His first priority was to save his children the monks from an evil reign of demons that took mortal forms. Staggering over the lost of some of his children, Monk created eternity and allowed his children safe passage to enjoy the afterlife; he gave them loads of food, beautiful gardens, and built temples for them to sleep.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Hindum,hindum,,Mythology,published,"Rank: Supreme God

Hindum was the original supreme god who became a fish so he could sleep in peace beneath the waters. He was once God of battle, storms, all sea life, and the Sun. One of the less important forms of Si'unduru,opruma.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Foe,foe,,Mythology,published,"Rank: War God of the Southern Islands & Father of the Ware

Foe could not resist a fight; he fought trees, plants, other gods, animals, air itself, and humans. Although fare and shed his abilities to make equal fights out of his opponents, Foe was not very sensible. It would be at once that Si'unduru,opruma swallowed him in hopes give birth to a more pleasant boy. But like all instances, he returned the same this an immortal and form of Si'unduru,opruma so he also had mounts of his powers. Foe was closely and in almost all expects the War God to the people of the Southern Islands. His children were the Ware.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods; Ware,
IslandiaMyths,Title,title,,Mythology,published,"Rank: Chariot driver of the Gods

Title was chariot driver of the gods and from his temple found on the Eastern Island, he built many weapons and constructed armor for his brethren. He was another form to Si'unduru,opruma and when ask why the mighty deity took this such unimportant form, Title replied “it was not my choice that I appear this way, my original state decided to come back to this world lesser than before to learn of the ways of the people who he rule”. This was token from a page found in the Black Fire Scriptures, a book that told of the many forms of Si'unduru,opruma and their adventures. He was the 7th form to appear on Earth.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Karuts,karuts,,Mythology,published,"Rank: Creator of Storms

Karuts were children that played so loudly in the heavens that they made rain and brought crackling thunderstorms. Their laughter can be heard in the dreams of children and mothers.",Main Universe,Mythology; Other Myths,,,The Four Corners Gods,
IslandiaMyths,Tequinique,tequinique,,Mythology,published,"Rank: Goddess of Good Luck, Abundance, Beauty, & Honor

Tequinique goddess of good luck, abundance, beauty, and honor ship graced the world with books of love called the Irontones. These books were so big that it took years to read only one page. One of the final pages told of how Tequinique would reveal a sacred valley feel with beautiful terrains, love, and rivers of pure water. People throughout history had read the books and past down what they read to their children and so forth so that one day a generation would finally find this place. Tequinique was the first writer and author, her book the Irontones was rewritten by human hands and appeared in museums as the first class of history books.",Main Universe,Mythology; Other Myths,,,The Four Corners Gods,
IslandiaMyths,Shacloom,shacloom,,Mythology,published,"Rank: None

Shacloom took the form of a golden swan to interests the army of the castle that guards the Western Island. When she returned to her normal states she slain the army and destroyed the castle. In the ashes grew serpents and snakes of which she later ruled.",Main Universe,Mythology; Other Myths,,,The Four Corners Gods,
IslandiaMyths,Il,il,,Mythology,published,"Rank: Personification of Death & Healer

Il had two faces, one looked ahead of him and the other saddened looked behind him. He had a monkey like appearance and great physical attributes. Il brought disease, sickness and would later bring happiness and wealth. He was both a healer and the personification of Death. Because of his two faces many tribes told of how he also had two personalities. In one form he took as a bull and later killed the king of the Western Island where he later returning to his true form claiming the thrown. In another form he guides travelers on their journeys, guards roads and castles. In his last form he is a pottery maker and with his often cruel remarks he would get in fights often. He was the 4th form of Si'unduru,opruma and only appeared to mock humanity for their shifting personalities.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Swariviti,swariviti,,Mythology,published,"Rank: Guardian of the Universe

Swariviti came to Earth to save it from her true form, Si'unduru,opruma after finding out that he would destroy it because of his dissatisfaction at how the world became. So she instructed the gods to build a boat big enough to fit two humans and the animals of the world. Swariviti held enormous powers and was considered guardian of the universe from her more stronger form Si'unduru,opruma. So beautiful, Swariviti rides a black swan across the milky way waiting for Si'unduru,opruma to come to Earth.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Robabababa,robabababa,,Mythology,published,"Rank: Creator of Parallel Universe

Rababababa the thousand headed, two hearted, million armed, 7 legged demon was as big as the Earth and to insure mankind's death it swallowed the planet whole. Swariviti threatened the demon with death if it didn't return the Earth. Swariviti knew that Rababababa was a warning sign from Si'unduru,opruma so she built multiple universes each with a different  conflict. Scientists called this theory, Parallel Universes. So confused at to which Earth was the one he was sent to destroy, Rababababa declared war on all but after going to one world, he was slain by the humans who were all warriors that worked together, something that surprised the giant demon.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Bones,bones,,Mythology,published,"Rank: Leader of the Undead Soldiers

Bones is a powerful soldier that used his skeleton soldiers and mummies to hold up the sky. His place is unknown but one written line was that hes the final stage of Si'unduru,opruma. Swariviti would destroy him and enslave his minions. This caused Swariviti to be the only form of Si'unduru,opruma to remain on Earth. In Lostasia bones meant “death”.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,The 7 Goddesses of Izunukepe,the-7-goddesses-of-izunukepe,,Mythology,published,"Rank: Wives of Kings of the Four Corner Gods

The Seven Goddesses of Izunukepe were beautiful wives of kings. In almost all stories they were the wives of the many male forms of Si'unduru,opruma. In one special story they reunited after a thousand years to guard the temple of Izunukepe until their father, Si'unduru,opruma came forth and reclaimed the world. Akekeke was wife to Rababababa and when he was killed by Swariviti she threw herself into the fires from his bones. Bunquisha was wife to Bones and through magic they gave birth to his undead army. My was so self involved with her own image that her husband, Title turned her into a spirit that lied at the bottom of the now known Nile River. Nele'pupu could speak in all languages and married Monk and gave birth to the first civilization. Ninirara was sun goddess that ruled the Earth before all else was born. From her home came her daughters, Shade, Dawn, and Cool. She was wife to Il. Tiran danced to amuse her husband Foe and to take his attention from fighting. But when it failed she threw herself into a fire. Unka was Goddess of the North Star, she guided travels to their destination and was wife to Hindum. She was worshiped on all the islands of Lostasia and in Lostasia. Although not much an important figure, Unka was very beautiful and married several great rulers of Lostasia.",Main Universe,Mythology; Other Myths,,,The Four Corner Gods,
IslandiaMyths,Akekeke,akekeke,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The 7 Goddesses of Izunukepe,
IslandiaMyths,Bunquisha,bunquisha,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The 7 Goddesses of Izunukepe,
IslandiaMyths,Nele’puru,nelepuru,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The 7 Goddesses of Izunukepe,
IslandiaMyths,My,my,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The 7 Goddesses of Izunukepe,
IslandiaMyths,Ninirara,ninirara,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The 7 Goddesses of Izunukepe,
IslandiaMyths,Tiran,tiran,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The 7 Goddesses of Izunukepe,
IslandiaMyths,Unka,unka,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The 7 Goddesses of Izunukepe,
IslandiaMyths,Huan Chow,huan-chow,,Mythology,published,"Rank: City Gods

To start off the Huan Chow were City Gods who were normal guards of Emperor Chung, but once entering the underworld Chow's dead daughter who became mistress of the underworld asked them if they wanted to protect their wonderful cities and they accepted. From the heavens these gods protect, watches over, and create the cities of Chung Island. Chung Island sat somewhere northeast of Lostasia and took the image of a bluish serpent.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
IslandiaMyths,Chi Fow Chung,chi-fow-chung,,Mythology,published,"Rank: Princess of Chung Island

Speaking of Low Chung's daughter, she was once young, cheerful, and very curious. Her intelligence was limited outside her kingdom so her curiosity easily got the best of her. One dark day, Chi Fow Chung traveled outside of the forbidden gates of her kingdom and sat north on discovery to finding out what lied beyond her captivity. Worried about his daughter, Emperor Chung sent over 100 warriors to find her, years later the warriors return with the dead body of his daughter. Crying with grief, Emperor Chung used his wiseman to contact the spirits of the afterlife, the Doa qua. To bring his daughter back from the dead. But when they denied his request, he offered them his kingdom for her safety in the afterlife. One Doa qua told Emperor Chung that if he offered his riches along with his kingdom, that they would make his daughter immortal and their queen over the underworld for a thousand years. Emperor Chung accepted and Chi Chung became empress of the underworld. Stories tell of how, Chi Chung greeted her father in his sleep to tell him of all her wonderful journeys in the afterlife and the many places that existed. Emperor Chung later told his daughter's stories of surrounding cities inspiring the first belief system of most part of Asia.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
IslandiaMyths,Doa qua,doa-qua,,Mythology,published,"Rank: Ancient Spirits

Doa qua are ancient spirits that existed before all else, they created 7 levels of existence, the Heavens, Earth and its wonders, the underworld, the Other World where spirits dwell, Hell, Kuan the home of the gods and ancient entities, and the Emperor's palace where all the emperor and his followers lived. They were eight immortals with legendary status among the Asians. When Emperor Chung came to Lostasia, his work went uninspired as the Elitsyians already had their gods and idea of the afterlife. So Emperor Chung left for the islands where he took control over one of the islands and injected his beliefs into the people that lived there. The Doa qua had great powers, they could walk across water, and they represented the many conditions of life: masculinity, femininity, age, youth, poverty, wealth, nobility, and commonness. Parts of Chung Island stated how the Doa qua while on Earth protected the Emperor hence his persuasion over them and they were protective door spirits.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
IslandiaMyths,Emperor Low un Chung,emperor-low-un-chung,,Mythology,published,"Rank: King of Chung Island

Emperor Low un Chung was the king of most of Asia before the Asians broke apart and formed several smaller groups. From then on, Emperor Chung went unimportant and so he left in search of some enlightenment and understanding. While somewhere in the lower parts of the Indian Ocean near present day Australia, Emperor Chung came across the Elitsyians. He instantly tried to spread his old worship and myths onto them but the Elitsyians denied it as they already had their own belief system. Again Chung left to finally settle on one of the islands found around Lostasia. Here he conquered the island and became Emperor, he sent message to some of his old followers now living in China. The followers came to his new home presented him with gifts and stories of his beliefs to influence his new kingdom. From that moment, his followers told stories of gods, creation, the many wonderful creatures, life, and death. At the center of these myths, Emperor Chung made himself the powerful Emperor that was immortal and high supreme God that created all existence. Influence by his story, the people of the island followed him and built numerous temples, palaces, chariots, and even sacrificed to him to spare their families, lands, and to give them rain. In these stories, Emperor Chung was the God of War and patron of literature, he was born of mortal decent and became a famous warrior figure that had a red face. This story spoke of how, Chung fought numerous beasts and how he married his wife that was a demonic empress all to save his kingdom. Another story spoke of how Chung was also God of the northern star and how he guided his army to victory against the Japanese empire. Becoming more and more influenced, his people begun writing their own ideas of how the Emperor was all powerful and matched the equal status of the Chinese Jade Emperor of Chinese Mythology. Emperor Chung had several children from several mortal women and once by a man in disguise. One of his most important children, Bow Dun overthrew him and became emperor and the first Lord of Heaven. This story was so important that his people started to relate it with how Emperor Chung no longer needed by his people left in search of a new home and enlightenment. Another one of his children was Chi Chung, Mistress of the Underworld “see Chi Chung”.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
IslandiaMyths,Bow Dun,bow-dun,,Mythology,published,"Rank: Prince of Chung Island

Bow Dun the eldest son to Emperor Chung overthrew his father and took over his kingdom. He then sat out on enlightenment to better rule his people; in one of the Himalayan Mountain tops he found a Buddha and the two shared stories and secrets. Here the Buddha offered him the plum of immortality of which Bow Dun eagerly accepted and became the first Lord of the Heavens and ruler over the angels and gods.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
IslandiaMyths,Len Fuma,len-fuma,,Mythology,published,"Rank: God of All Knowing Wisdom

Len Fuma was one of the most famous philosophers of Elitsyian History. His stories however started with Chung Island and he wrote down the stories of Emperor Chung in great detail. He works were so loved by Chung's people, that they demanded more until he would write thousands of stories about history, fantasies, the gods, and the afterlife. He preached the code of ethical behavior for public and private life. He was a local officer and administers the first prime moral integrity of the district of his emperor. Len Fuma died 15 years after his most important work was discovered and later made immortal. He became God of All Knowing Wisdom and taught that people should live simple lives in harmony with nature.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
IslandiaMyths,San Kowa,san-kowa,,Mythology,published,"Rank: Ruler of the Sun

Of all of Emperor Chung's children, San Kowa was the most beautiful. He was ruler of the sun and granted wealth onto his father's people. He had gray and blond hair that lit up the day and night skies. He plucked his gray hair and balled the strands up to make the moon where he lived at night. His blond hair started to shed toward the end of the night and came forth the sun where the strands fell. San Kowa then became the “ball headed god with three eyes” because under his hair laid his third eye which could predict the future and read the auras of people. He was advisor to the gods and from the waist down he was a dragon. His mother was the dragon queen, Don Luan Mi.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
IslandiaMyths,Don Luan Mi,don-luan-mi,,Mythology,published,"Rank: Dragon Queen

Don Luan Mi was dragon queen. One night while in heat, she invited Emperor Chung to her palace disguised as a beautiful spirit. Don Luan Mi seduced the emperor and that night after the two made love, she gave birth to the first dragon and serpents. Her dragon sun pulled the sun and her serpent daughter created and watched the waters. Her other children were San Kowa, God of the Day and Night, and Chi Chung, Goddess and Queen of the Underworld. So disgusted for her children the dragons and serpents, Emperor Chung sent his army to destroy her children, but Don Luan Mi fought back slaying the entire army in a single moment. From this moment the vicious but loving creatures, the dragon, begun hating all humans and was intent to destroy all of mankind. Their stories shed so far west that cultures around the world started speaking of mythical dragons and serpents.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
IslandiaMyths,U Owan,u-owan,,Mythology,published,"Rank: God of Light

U Owon was the dragon son to Don Luan Mi; he pulled the sun across the sky and was to many the God of Light and bringer of the Sun. His brother San Kowa was the God of the Sun, Moon, Day, and Night. Don Luan Mi lays eggs of magical creatures mostly dragons every winter and they hatch every summer around the time of the Chinese New Year where they are celebrated.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
IslandiaMyths,Jow hung Fat,jow-hung-fat,,Mythology,published,"Rank: King of Hell

Jow hung Fat was King of Hell and unjust king of the Chung Island. Before Emperor Chung took control over the island, King Jow ruled. His word was so unjust that when Emperor Chung overthrew him, Jow's people followed easily and banished Jow. Jow so furious at his people and Emperor Chung fell from mortality to Hell where he ruled over its 7 levels. At his new thrown, Jow hung Fat split himself into 7 lords over Hell in which each would decide the punishments of those that came to their respected levels. It is said that Jow hung Fat himself sat the doors of Hell where he examined the register of recorded human deeds and sent their souls to either Heaven or one of the 7 levels of Hell depending on how they behaved in lives. Other stories circle around Jow hung Fat and how each ruler of Hell was indeed the several gods of Hell from the islands of Lostasia and Lostasia with Montum and Belckus being two.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
IslandiaMyths,Kwu Ku,kwu-ku,,Mythology,published,"Rank: Father of the Cosmos

Kwu Ku made the universe after being bored living alone in the darkness that surrounded him. For thousands of years, Kwu Ku wondered how he came about until one day he stopped wondering and thought it best to create a place where he could share with other beings. With so many ideas in his mind, Kwu Ku cough up an egg known as the Divine Order or Creator of the Universe and from it burst out dark and light. From the light came the Heavens, Stars, and the sky. From the dark came Earth, Hell, and the grounds. He created the gods from the egg shells and molded time from its yolk. Kwu Ku became so tired from creating the universe that he fell into an eternal sleep. From what they thought was his dead body, the gods made the sun, the moon, and many of the Earth's wonders. It was stated that Emperor Chung is the direct reincarnation of Kwu Ku and or his first child.",Main Universe,Mythology; Other Myths,,,Chung Island,
IslandiaMyths,The Tang Dynasty,the-tang-dynasty,,Mythology,published,"Rank: 9 All Knowing & Powerful Deities

The Tang Dynasty were 9 all knowing, incredibly strong, and all powerful deities that ruled the Heavens after Emperor Chung left to rule over mortals. Once his councilmen, these generals sought out greater intelligence and enlightenment, this would result in them becoming immortals.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
IslandiaMyths,Hu Mama,hu-mama,,Mythology,published,"Hu Mama was Goddess of Mercy and patron of children. She guarded children and guided mothers before, through, and after childbirth. She brings children into life from eternity.",Main Universe,Mythology; Other Myths,,,,
IslandiaMyths,Niki Ho,niki-ho,,Mythology,published,Niki Ho was a strange heroic warrior that existed before 10 b.c.e where he defeated the dragon army of U Own. From his heroic efforts he was bestowed immortality and became the God of war and patron of literature. His manuscripts told of great wars to come and how mankind would go through obstacles and overcome them in the end. This inspired humanity so much that their center ideas took over their fears.,Main Universe,Mythology; Other Myths,,,,
IslandiaMyths,Twon Emperor,twon-emperor,,Mythology,published,"Twon Emperor was a lesser known emperor that was always witnessed drunk and lazy. But whenever his people were in danger or sought his wisdom, he presented to them miracles and gave great wisdom. From his works he became immortal and one of the 9 members of the Tang Dynasty.",Main Universe,Mythology; Other Myths,,,,
IslandiaMyths,Bushuitiwontha Kiwuodabuddha,bushuitiwontha-kiwuodabuddha,,Mythology,published,"Bushuitiwontha Kiwuodabuddha was a skilled warrior, she was so brave that her feats in her life granted her immortality after death. Once an immortal she would guard the 7 courts of Hell, here she helps the needy and suffering of the world and lead souls from the underworld to Heaven.",Main Universe,Mythology; Other Myths,,,,
IslandiaMyths,Shen How and,shen-how-and,,Mythology,published,,Main Universe,Mythology; Other Myths,,,The Tang Dynasty,
IslandiaMyths,Doman Hu,doman-hu,,Mythology,published,Doman Hu were twins one represented the evil and good of the world. One could remember how Shen How stole the plums of heaven which he later return but not before turning himself into an immortal. His brother Doman Hu however was an avid reader and stayed at home in their shed in the forests. He read of enlightenment which he gained after forty years of praying and meditating.,Main Universe,Mythology; Other Myths,,,,
IslandiaMyths,Anatisu,anatisu,,Mythology,published,"Rank: Sun, Moon, & Earth God

Anatisu was the eldest and most powerful of the rest. He was always born immortal to mortal parents who were nonetheless farmers. He was a great warrior that saved the world from the sun falling burning everything by punching it back into the skies and then with his magical lasso placing it along with the moon and stars into their positions in the sky. He was Sun, Moon, and Earth God, from his home he spanned a will that he created from soil and worm intestines that told, created, and ended the lives of all living things. He had several animal body parts and guarded each respected animal. He was God of the Sea as well building the seas and forming into what they are today. He could heal and was considered a powerful Buddha as he could heal anyone and anything from the brink of sickness and death. As well, Anatisu was a popular God of Wealth, Prosperity, and Happiness that gave good fortune to those that believed and followed him. He was worshiped as God of Work, labor, and wisdom, he invented archery, hunting, and inspired teachers and priests. From his home he also made hills, mountains, the fox, and the first winged animal and sat them loose on the world. He was supreme god that in other cultures like Japan and China he took various forms and was called by many names. The Elitsyians didn't just worship him on his home of Chung Island but as well in almost every place in Lostasia. Anatisu always was cheerful and known as the laughing Buddha and whenever he was not he slept with his dreams shared with mankind as visions. God of Agriculture and rice Anatisu gave the world many wonders but wasn't always worshiped or even seen as a good deity. One and only one story spoke out of Anatisu becoming a demonic spirit every several hundred years and when in his good state he made up for his terrific behavior he gave the world all most noticeable wonders. As a demon, it spoke that Anatisu bathe in a river and from his clothings that he placed on the ground as he bathed came the evil gods, demons, and evil of the world. While he bathe he sung songs which the lyrics gave birth to gods and mythology. His home was centered in the Heavens and one side lied Heaven and the other was Hell. His home stood as the gateway that separate living from Heaven and Hell and from it he chose where souls were to go while in the afterlife. He was also worshiped mostly again as a Buddha that protected all those that have sinned and suffers pain by cleansing their souls in a practice very much similar to Baptism. Anatisu from his pool of thought hidden in his backyard gave the gods and several other creatures immortality and gave mankind long life if they prayed to him as their only god. He was also invoked upon to protect sailors at sea and was drawn by them in ancient parts of Asia as a man seen riding on the backs of sharks and whales. The dolphin was his secretary and wrote down the history of the world on the ocean floors. To finish off his great legacy the people of Chung Island made him ultimate emperor and merged him with the idea of Emperor Chung. Finally before his ascension to the Heavens for eternity which stated the end of all things. Anatisu was God of Medicine, Food, Storms, Mt. Punukien, and Self Reflected Images. So appeased with his own image, Anatisu made mankind from his body parts, man from his penis and women from his breast and gave them the mirror to look upon their great images. He brought great storms both terrific and others brought great tragedy to pirates and sailors. To make up for the bad storms, Anatisu gave the first sailors medicine of which they passed on to cities they visited. Anatisu was worshiped greatly and to present his power, the people of Lostasia placed him high above all else and built him a palace that sat at the top of Mt. Punukien their tallest mountain that could see as far as Europe. Some say that he was King Barbus in mortal form and in this state sent hundreds to thousands of soldiers in search of food which he planted in his immortal status. The soldiers brought back food and scattered it across the world to feed world hunger. Anatisu was very beloved and in his own right could do many things and was near perfect if not for his thousand year inner sleeping demon.",Main Universe,Mythology; Other Myths,,,Chung Island Legends,
