source,name,slug,status,location,description
Chapter 6 (Places),The Federation of the Galactic Alliance,the-federation-of-the-galactic-alliance,published,Sector 787 (7 Lightyears from Earth),"Race: None
Note: FGA

The Federation of the Galactic Alliance (FGA) is a collection of planets, stars, and other cosmic bodies that all agreed on a set of rules, space laws, and actions. This massive floating space station is both office, home, school, and battleground for those who visits it. It is found about seven lightyears away from Earth. The E.L.I.T.E Organization found out about its existence once they sent astrologers to a world that is apart of it."
Chapter 6 (Places),E.L.I.T.E Tower,elite-tower,published,Somewhere on Earth,"Race: mostly humans

E.L.I.T.E Tower is a massive tower found somewhere on Earth. Its exact location is hidden even from the most elite members of governments. Its primary focus is to provide support services, protections, and relief from both intergalactic and supernatural attacks. Although from a distance, the tower appears to be one tall tower, it’s base is consisting of almost a campus like structure consisting of numerous buildings, houses, underground labs, launchpads, and a large garden around its perimeter. It is the headquarters for the Elite Astrologers at the World Lab on its south side and the E.L.I.T.E Organization at the top of the tower."
Chapter 6 (Places),Askanti or Kingdom of Askanti,askanti-or-kingdom-of-askanti,published,Place where Mesopotamia later occupied,"Race: Askantians

The original kingdom of Africa long forgotten, its people have been on the continent for nearly 500,000 years and its kingdom in existence for almost 100,000 years. It had major technological advances and even produced weapons beyond the grasp of current standards. It is believed that aliens from another world provided blueprints to make such weapons. The people of Askanti, are known for their technology, love for art, dance, logistics, and flying. Their stories inspired numerous stories including the Egyptians to build the pyramids."
Chapter 6 (Places),Incognito City,incognito-city,published,20 miles east of Elitshia,"Race: humans and androids

Incognito City is known as a high-tech city where gangs and anyone that wants to disappear arrives at to escape the surrounding world. It has holographic walls that are strengthen with advance technology. Giant billboards that follow you upon eye contact, android cops, power dampeners found throughout the city that are controlled by the city officials."
Chapter 6 (Places),Outlook Post,outlook-post,published,Elitshia,"Race: Hunters & humans

Outlook Post is one of the 12 Hunter stations found throughout the world. Their primary goal is to carry out missions against supernatural forces that threaten normal citizens. It is in Los Angeles, California. Hunters here are known for their shapeshifting abilities granted on them by the ancient American Goddess Liberty."
Chapter 6 (Places),Hunter Business of Operations,hunter-business-of-operations,published,NYC,"Race: Hunters & Humans
Note: H.B.O.O

The H.B.O.O is one of the largest hunter stations and the largest type of command center in the world, it has a massive training ground, highly advance agent centers, primary and secondary schooling, government meeting halls, and more. It is in New York City with most of it is located beneath the ground."
Chapter 6 (Places),Hunter Stations,hunter-stations,published,Around the World,"Race: Hunters & Humans

Locations around the world with 12 of them in total. They come in various sizes and are usually masked from the outside, so the rest of the world think they are just normal locations like coffee shops, storefronts, residences, etc. The largest of them is the Outlook Post and the H.B.O.O."
Chapter 6 (Places),Brazil Operations,brazil-operations,published,,Located beneath a coffee shop.
Chapter 6 (Places),Antarctica Operations,antarctica-operations,published,,Located beneath the central outpost.
Chapter 6 (Places),Tokyo Operations,tokyo-operations,published,,"The third largest outpost, it contains a traveling portal powered by dark magic. The giant Gundam acts as its guard although many believe it to be just an inactive attraction."
Chapter 6 (Places),Russian Operations,russian-operations,published,,A powerful outpost and probably the most secretive of all the operations and one of the few that the government openly knows about.
Chapter 6 (Places),Africa Operations,africa-operations,published,,A massive operations found near present day Askanti but hidden as a ghost town. The Askanti people know of its true operations but has sense worked with the Hunters to protect their lands from supernatural threats.
Chapter 6 (Places),Border Operations,border-operations,published,,A powerful and highly tactful outpost that is charged with protecting our world from supernatural threats that breaches dimensional gateways.
Chapter 6 (Places),Canadian Operations,canadian-operations,published,,Found in Vancouver downtown area. It operates as a hotel to the public.
Chapter 6 (Places),Egyptian Operations,egyptian-operations,published,,The second African operations that has existed since the ancient Egyptians after it was believed that the Egyptian Gods were threats to mankind.
Chapter 6 (Places),Arctic Operations,arctic-operations,published,,"Powerful operations where Hunters practices powerful Ice Magic, one of the few hunters that can practice magic. Their means of doing so are granted to them through Ice Shards that were left by the Nordic Gods in ancient times."
Chapter 6 (Places),Indian Operations,indian-operations,published,,Known for their powerful psychic abilities that were granted to them by the Hindu Gods of ancient times.
Chapter 6 (Places),London Operations,london-operations,published,,"Elected three hundreds years ago by the British Royal family, they are known for their stealth and advance anti-magic weapons."
Chapter 6 (Places),Barnethis,barnethis,published,Astral Plane,"Race: Spirits

Barnethis was a powerful city before it sunk beneath the ocean, like many other cities that are no longer on Earth, it appeared in the Astral Plane along with those that died when it sunk."
Chapter 6 (Places),The Void,the-void,published,Everywhere,"Race: Chaos, Leviathans, Belckus, the Belki

Unlimitedly boundless place that is seen as the darkness throughout the universe. From its core is where dark matter is born. After their fight with The Ultimate Power, Chaos, the Leviathans, and later Belckus and his Belki were banished here. No known gates exist allowing entrance or exit from this domain. For a being to ever leave this place, the Realm of Living must cease to exists. The"
Chapter 6 (Places),White Space,white-space,published,Everywhere,"Race: First Ones, The Neither

Opposite to the Void, the White Space is home to the First Ones and is birthplace of the Domi Mages, the first members of the High Council, and home of The Neither (Anka). It has no known entrances nor exists and will cease to exist upon The Ultimate Power absence from Heaven’s throne."
Chapter 6 (Places),The Sanctuary,the-sanctuary,published,Edge of the White Space,"Race: Domi Mages

Appearing as a castle with giant steel walls made of pure silver and diamond crusted pillars. Once acknowledged by ancient mages as a place where the gods convened but actually unknowingly as the place of their ancestors the Domi Mages. Not much is known of its interior other than the Grand Meeting Hall which has been drawn by the Elitshians when the first prophet foretold of all superior beings meeting here at the end of the age of magic."
Chapter 6 (Places),Solidar,solidar,published,18 lightyears from our Solar System,"Race: Desert Worms & Sand Plants

A desert world that is home to giant sand worms and active sand plants of which are either ate by the sand worms or are their predators. This hostile world has been known to serve as a filming location for galactic television mediums."
Chapter 6 (Places),The God Planet,the-god-planet,published,16 lightyears from our Solar System,"Race: Godayns

The God Planet is one of the largest worlds in the universe. It has over 1000 continents and over a million cities and towns. Its citizens are known as the Godayns and appear with pure white skin, with the shortest Godayn is six feet, and can lift twice their weight."
Chapter 6 (Places),Metro City,metro-city,published,1 lightyear outside of our solar system,"Race: Metroids

A futuristic cyber city that exists to float on an asteroid and is the size of New York City. It exists about 1 lightyear outside of our solar system. It is home to about 1 million citizens and has five distinct boroughs."
Chapter 6 (Places),Gilverd,gilverd,published,500 million miles from Earth,"Race: Various

A small world with 10-degree weather and almost unbearable except for penguin like creatures and people with fur coat looking bodies. It has various small villages scattered across the world and it has two moons. Each moon are pure iced asteroids."
Chapter 6 (Places),Moon Ring,moon-ring,published,2 lightyears form our solar system,"Race: Various

Moon ring consists of 12 moon like worlds with millions of citizens appearing almost angelic with small wings and proud statures."
Chapter 6 (Places),Mermadic Kingdom,mermadic-kingdom,published,Atlantic Ocean,"Race: Mermadic People

Sunk beneath the Atlantic Ocean by ancient dark magic. Its people were turned to mermaid like creatures by the same magic that sunk their country. Home to various cities including the famed Atlantis."
Chapter 6 (Places),Atlantis,atlantis,published,Mermadic Kingdom,"Race: Atlanteans

Atlantis is one of the most powerful and famous cities in the Mermadic Kingdom. Sunk along with the rest of the country, it was home to powerful descendants and mages. Humans worked in the city while the mages and descendants were treated like gods and royalty. To explore the ever-changing world above, the vast Atlantis has made numerous contracts with various above surface countries."
Chapter 6 (Places),United Universal Alliance,united-universal-alliance,published,Quadrant 1019,"Race: Multiple Galaxies

A federation of galaxies all agreeing on equal terms, laws, protections, rights, and issues. Their central meeting place is located on the UUA Central Campus found in Quadrant 1019. There are a total of 88 departments that make up the UUA and each are headed by generals of which are the respected spokesperson for their galaxy."
Chapter 6 (Places),United Galactic Alliance,united-galactic-alliance,published,Quadrant 98,"Race: Multiple Worlds

Like the UUA (United Universal Alliance), the UGA are an alliance of multiple governments spread across numerous worlds. Collectively they decide on the wellbeing of their respected world including agreements like to not to go to war with one another."
Chapter 6 (Places),Quadrants,quadrants,published,The Universe,"Race: Multiple races

Vast spaces that span across the universe, so far there are 10,000 known quadrants. Each are believed to have up to a hundred galaxies."
Chapter 6 (Places),Prehistoria,prehistoria,published,Under the surface of Antartica,"Race: Prehistorians

A giant island that is located below Antartica’s surface surrounded by a warm sea. Only a few people outside of Prehistoria knows of its existence. The Prehistoria stories take place here, while the Demoys also live here and have for nearly 140 years. The laws here is that time moves slower. Large magma rivers enhanced with time magic allowed Prehistoria to remain hidden from the rest of the world."
Chapter 6 (Places),Food Town,food-town,published,North of Black Forest,"Race: The Townspeople

An enchanted place located at the north of the Black Forest. It is home to magical people with appearance of Earthly and magical food items. It is believed by the rest of the magical communities that this place was created by fairies along with Candylane Village, Melody Hills, Peppermint Valley, and Bakery Hilltop to house magical spirits."
Chapter 6 (Places),Candylane Village,candylane-village,published,Northeast of the Black Forest,"Race: Candylane Villagers

Creatures of various shapes, sizes, and races coexisting in a magical place built to appear as an enchanted candy inspired city. One of its most popular sports is racing and its challengers are from the popular Candylane Racers."
Chapter 6 (Places),Peppermint Valley,peppermint-valley-places,published,,"Town centre of Candylane Village and one of its main locations. It is also home to the Peppermint King, ruler of Candylane Village. It has many buildings including a massive charge made of peppermints."
Chapter 6 (Places),Melody Hills,melody-hills,published,Northwest of Black Forest,"Race: Melodians

Home to Strawberry Darline and her many companions. It is a sweet-smelling place that is located at the northwest side of the Black Forest."
Chapter 6 (Places),Ridlan City,ridlan-city,published,Ohio,"Race: Humans & Lightning Stardust

A big city located somewhere in Ohio. It is where Lightning Stardust takes place and a place, she calls home for several years before returning to her world."
Chapter 6 (Places),Bakery Hilltop,bakery-hilltop,published,Center of Melody Hills,"Race: Melodians & Strawberry Darline

Town centre located in heart of Melody Hills. Its buildings and shops appear as real bakery items like donuts and tea mugs."
Chapter 6 (Places),Shadowbrooke,shadowbrooke,published,Kansas,"Race: Humans & Kyra Lazaron

Small town in Kansas USA where some of the worlds most dangerous battles have taken place. It is home to the main story of Spell Reign. It was nearly destroyed before Kyra Lazaron restored it and erased its residents’ memories."
Chapter 6 (Places),Garden of Eden,garden-of-eden,published,"Center of Heaven (Once on Earth, now called Africa)","Race: Once Adam and Eve

The most beautiful garden decorated with numerous trees including the Tree of Life of which all life flows. From its roots are the many dimensions that exists within this Universe. It is located in the center of Heaven, two levels below the Throne of GOD. It once was located on Earth until Santaniel invaded it and influence the first humans there. Once Eve became the first witch, the garden was removed from Earth and behind it, the land it once sat became known as Africa."
Chapter 6 (Places),Elrian Ocean,elrian-ocean,published,Center of the Tier,"Race: Mermadic Kingdom is located on its floor

Tier’s third largest ocean, it is in the center of the world and is known for its glowing sands that form the beaches. It is the most beautiful of all the oceans and is a popular destination for those whom want to visit the magical cities of the Mermadic kingdom located on its floors."
Chapter 6 (Places),Black Ocean,black-ocean,published,Western Hemisphere in Tier,"Race: Aquatic creatures

Tier’s fourth largest ocean, it’s waters are dark as night and is home to some of the most vile creatures found in Tier. Borders have been set up along its coast to prevent diving and fishing."
Chapter 6 (Places),Moon Ocean,moon-ocean,published,Southern Hemisphere in Tier,"Race: Aquatic creatures

Tier’s second largest ocean and the only ocean that is entirely surrounded by continents."
Chapter 6 (Places),Vulkan Ocean,vulkan-ocean,published,Northern hemisphere of Tier,"Race: Aquatic creatures

Vulkan Ocean is named after the God of Fire and Forge, Vulkan. It is believed in ancient times, Vulkan took refuge here after the battle of Mostibik. Its surface is oddly consisting of fire but the surface waters are nearly frozen. It is Tier’s largest ocean and is located at the northern most part of the planet."
Chapter 6 (Places),Nigerikarte,nigerikarte,published,Shadow Realm,"Race: Shadow Creatures, Tonik

Nigerikarte or often called the Nightmare Realm is actually a city found toward the north side of the Shadow Realm. It houses all the nightmares, fears, anger, and other bad emotions from the waking world. It is ruled by the banished king, Tonik. The rest of the shadow realm is to the south of it while it is connected to the Imaginarium to the northwest and to Dreomede to direct north of it."
Chapter 6 (Places),Ostafair,ostafair,published,,A maiden town with a large kingdom made up of rubies and stones erected at its center. Its humble beginnings was that of a tragic end when its royal family died leaving behind Queen Annabelle to take the thrown.
Chapter 6 (Places),Laurel Hall,laurel-hall,published,,"A long hall which houses many cities in different rooms. Where the hall is located no one knows. To get to this location, one must wish really hard or it won’t appear. It is ruled by Princess Cassandra"
Chapter 6 (Places),Mint Kingdom,mint-kingdom,published,,A peaceful place with large mushroom like structures on the top of its buildings. The people are usually singing a joyous song with many animals able to speak human language. It is ruled by Kohan Mushroom.
Chapter 6 (Places),Jerule,jerule,published,,"Sir Will Castings took over the kingdom after overthrowing his father. Believing to be a good guy, his attitude changed when his mother was banished from the kingdom and he grew even more evil when he believed although mistaken that his half-brother fell in love with his soon to be bride. Jerule is a mighty kingdom erected on a large rock. It is home to great warriors and has giant swords erected on all corners of the town."
Chapter 6 (Places),Fairy Village,fairy-village,published,,"Located on the far eastern side of Fairytale City. It is ruled by Prince Faren. Populated by all types of fairies, it is one of the most popular places within the mentioned stories of the Seven Kingdoms. It is seen as a humble place with large trees, giant animals, pixie dust floating throughout the sky, good smelling scents, and glowing crystals erected near every building for light sources."
Chapter 6 (Places),Mushroom Valley,mushroom-valley,published,,A peaceful place with large mushroom like structures on the top of its buildings. The people are usually singing a joyous song with many animals able to speak human language. It is ruled by Kohan Mushroom.
Chapter 6 (Places),Availion,availion,published,,A beautiful city with flowing streams connecting at its center. It glows in the night because of floating flowers on the surface of the streams. It is ruled by Princess Antivail.
Chapter 6 (Places),Tower Central,tower-central,published,,A large technological city that surrounds itself by large statue like robots. It is ruled by Princess Domina and her parents. Believed to be one of the most technological advance places in all the realms.
Chapter 6 (Places),Ancient Soamr,ancient-soamr,published,,A city surrounded by sand and large sand dunes. It is believed that the city sits on top of the largest basin of rivers that connects below. The rivers flow into all the rivers of the world. It is ruled by Impresss Lurella.
Chapter 6 (Places),Fairytale City,fairytale-city,published,,"A floating city that connects the other realms of the magical realm of Tier. Fourteen of those realms are ruled by royal families of whose stories intersects with each other. This city is large with buildings made up of crystals, fairydust, and giant floating orbs which protects it. It is ruled by Fairygood Weather."
Chapter 6 (Places),North Pole,north-pole,published,Artic Ocean,"Race: Dwarves, Claus family, Elves

Usually, a peaceful place consisting of joyous dwarves. It is a far away from humans and is surrounded by a snow globe enchanted by the Claus’. It consists of several mini villages all circling Christmas Tower."
Chapter 6 (Places),Oidhche Shamhna toilichte,oidhche-shamhna-toilichte,published,,"Note: Halloween in Scottish Gaelic

A place where the spirits of the dead often see while crossing to the afterlife. It is located somewhere in the Astral Plane and is decorated with almost every traditional Halloween treasures."
Chapter 6 (Places),Tok’nu,toknu,published,12th Planet from the MC Sun,"A magical world and one of the worlds of the Magical Community, it is a vast sprawling place of mages and magical creatures much like its sister planet Tier. It is pictured as having cities with buildings as tall as any on Earth and magical technology was birth here."
Chapter 6 (Places),Spell World,spell-world,published,6th Planet from the MC Sun,"A magical world a part of the Magical Community. It is mostly home to Wizards, Elementals, a few witches, magical creatures, and fairy folk. It is as far from Tier as Earth from Jupiter."
Chapter 6 (Places),Magical Community,magical-community,published,Other side of Pluto and 15th planet from the Blue Sun,"A collection of 14 worlds existing on the other side of our solar system. If someone was on Pluto, they would be able to see the furthest planet of its solar system. Its system is like ours as that each planet moves in a circular ring around the sun. The sun, however, is blue and emits both heat and coldness, universally controlling the seasons on the magical worlds."
Chapter 6 (Places),Vesper,vesper,published,Behind Pluto and 14th planet from the Blue Sun,"Race: Ice Valkens

Vesper is a small world on the other side of Pluto that is made up of mostly ice and has a surface covered in mountains of stone and ice fields. It has no known residence however many believe that Ice Valkens migrated from this world after their food source disappeared."
Chapter 6 (Places),Granjur,granjur,published,13th planet from the Blue Sun,"Race: Fairies

Granjur is a large planet and sixth largest in the Magical Community, it is the 13th farthest planet from the Blue Sun. It is green in color and is home to many fairy folk. It has a portal in the heart of the Black Forest."
Chapter 6 (Places),Black Forest,black-forest,published,5th planet from the Blue Sun,"Race: Fairies, mermaids, mermen, GODS, dwarves, fairy folk

Black Forest or Isle of Fairies is a magical place that is known throughout the Magical Community as a sprawling place of magical marketplaces, lushes greenlands, beautiful waters, and home to the Fairy Folk. Its oceans are also home to the Mermadic Kingdom with gates to other worlds found within the oceans and thick forests in the center of the planet. The center of the black forest has a gate that travels directly to Tier and is close to Tantirith. The gate doesn’t close and causes some of the forest to grow outward through the gate into Tier. Because of this, many fear it and warn to never enter this place."
Chapter 6 (Places),Galrow,galrow,published,2nd planet from the blue sun,"Race: Varies

Galrow is a fairly small planet and home to dessert like beings. Most of the world’s surface is covered in sand including its homes. Because of its dense clouds, very few outsiders know how this world really looks."
Chapter 6 (Places),Shadow World,shadow-world,published,9th planet from the blue sun,"Race: Varies

The only known world to be the front of the Shadow Realm. Because of its unique position as a place stuck half way between a black hole. On the other end of the black hole is the Shadow Realm. Half of this world is disconnected from the rest because of a large blackhole like event happening in the center of it, causing no cities or life to live near it on either side for hundreds of miles. The world is however a bustling world of thousands of cities, countries, and magical farmlands. Because of its unique position, it a place of strategic power and is often a place where battles are fought because of the Black Hole’s radiant power."
Chapter 6 (Places),Onray,onray,published,Closest planet to the Blue sun,"Race: Varies

Large planet with a hundred moons, it is closest to the Blue Sun and has over 15 different seasons. Its beautiful scenery is a popular vacation spot for mages from numerous worlds and it has a calm atmosphere. War has been outlawed for almost three thousand years and it rotates slightly slower than the rest of the planets. It is the home to the High Council and the First Ones."
Chapter 6 (Places),Blue Sun,blue-sun,published,Center of the Magical Community,"Race: Sun Mages

A large blue sun about the size of our own sun, its radiant blue glow emits both heat and ice from its surfaces creating a multiple seasonal effect to all its orbiting planets. It is one of the few Suns with orbital rings, with the planets themselves living within those large rings. From the distance, one can assume that it’s a large planet until a closer look determines it’s a star and its rings are made up of planets and light emitting from them."
Chapter 6 (Places),Vehtrah,vehtrah,published,10th world from the Blue Sun,"Race: Varies

This world is a large world within the Magical Community that over time has seen its water levels rise to its skies. It’s residents have since evolved into aquatic lifeforms and built gates that connects it to various other aquatic based places including the Mermadic Kingdom."
Chapter 6 (Places),Onis,onis,published,11th planet from the Blue Sun,"Race: Light Mages & Elves
Note: World of Light

Home to the Light Mages, this beautiful planet is covered in radiant light and produces its own sunlight. It can be seen from the distance on Pluto. Here some of the largest gates ever constructed for space travel have been created. It also is the second largest world with a high population of elves after the Black Forest."
Chapter 6 (Places),Volcanos,volcanos,published,8th planet from the Blue Sun,"Race: Vulkan, Dwarves, magical creatures

A large forge world created by Vulkan as part of the Magical Community. It is visited by many races as it serves as the workshop for many weapons known to the GODS. It was Vulkan’s home before Mostibik."
Chapter 6 (Places),Lupurr,lupurr,published,7th planet from the Blue Sun,"Race: Magical Creatures

A vast world with mostly greenlands, oceans, and large fields. This world is known for its unique vegetation. Although mostly barren, this world is home to various magical creatures though no known mages."
Chapter 6 (Places),Tier,tier,published,3rd planet from the Blue Sun,"Race: Varies

One of the most populous magical worlds in the Magical Community. It is similar in size to Earth and has close ties to the world. It was the first world to have a magical gate and its earliest races engineered powerful mechanics to allow them dimensional travel. It has one of the most extensive transportation systems, home to the Royal Family, largest capital of the Magical Community, and center point for many conventions by powerful mages."
Chapter 6 (Places),Astral High,astral-high,published,Astral Plane,"Race: Ghosts, Spirits, Gods of the Underworld
Note: Ghost School

A large school, Astral High is found within the Astral Plane and contains many important links to the other seven schools of the Magical Ring. It is often called Ghost School by foreigners."
Chapter 6 (Places),Aurelia,aurelia,published,4th planet from the Blue Sun,"Race: Aurelians, Battle Guardians, Spell Creatures

A large world consisting of Elves known as Aurelians and creatures known as Spell Creatures. It is the primary location in the Battle Guardians stories and has a direct link via the Magical Community Transit Network to Tier. It is about the size of Mars and has a similar red glow surrounding it although it experiences four seasons, similar weather patterns, and landforms as Earth and Tier."
Chapter 6 (Places),Magical Community Link,magical-community-link,published,Connects the 15 worlds through gates,"Note: MCL

The MCL (Magical Community Link) is a large transit network that connects the different worlds together through a magical rail line, magical buses, and other supernatural vehicles. It has numerous sub-networks across the different worlds including the Tier Transit Authority on Tier. The High Council are directly responsible for the network’s upkeep and expansion.  The Dimensional Gates are also part of the network."
Chapter 6 (Places),Dimensional Gates,dimensional-gates,published,Located on 1004 worlds,"Large doorways that connect to various worlds across the Universe. Mapped by the ancient mages that created them, they were inspired to connect the different worlds and build a connected network federation."
Chapter 6 (Places),Brettwood,brettwood,published,South of Chicago,"Race: Varies

A town located south of Chicago, its mysterious and has a lot of paranormal activity happening within it. Most people stay away from its almost perfect appearance because of eerie vibes they receive. It is the base of the Lifestyle stories."
Chapter 6 (Places),Lost Mountain,lost-mountain,published,Gate to Black Forest,"Race: Lost Boys & Peter Pan

An enchanted mountain that appears to lose children and Blackbeard. It is one of several gateways to the Black Forest. It is found on Earth and has a massive amount of fairy dust floating through the air. It is home to the Lost Boys and Peter Pan."
Chapter 6 (Places),Gardenia,gardenia,published,Lower Heaven,"Race: Yonrohs, Yosubut, Elitsyian Gods

A vast garden like state found in the lower parts of Heaven that was built specifically by the Primordial One Yonrohs. It’s status as part of heaven is highly debated, nonetheless has become a staple for being tightly related by Yonrohs and the birth of Yosubut and the Lesser Gods."
Chapter 6 (Places),Valken Huldrum,valken-huldrum,published,Largest moon of Liumus,"Race: Valkens

A large world that serves as one of the moons to Liumus. It’s home to the Valkens and has a darker appearance than the often bright and serene Liumus."
Chapter 6 (Places),Terra,terra,published,2 lightyears away from Earth,"Race: Terrians

An Earth like world that appears almost exactly like Earth in almost every detail. To the point where the Outer World crew thought they arrived back on Earth, shortly after leaving through one of the gates. This place is exactly like Earth in every way down to its citizens appearing to be ancestors to humans. It is believed that they appeared on Earth, populating it, leaving hundreds of years later taking with them advance technology they once used in ancient times."
Chapter 6 (Places),Luna,luna,published,Orbits Terra,"Race: Lunians

A moon similar in size as our own, it orbits Terra and appears as a shinning star in the night sky. It has beautiful scenery, luscious rivers, large mountains, cities, and its residents speak in a Latin styled language."
Chapter 6 (Places),Aura World,aura-world,published,Shadow Realm,"Race: Aura Beasts & Aurayans

A large world that mimics Aurelia in almost every way except that its nights are longer, its days shorter, and because of its strong wave of energy that flows through the air. It causes the landforms and its residents to have glowing markings. Its Spell Creatures known as Aura Beasts are also affected by the glowing markings, allowing them enhanced strength and attacks, their speed however is reduced. Behemoth attempted to collapse both worlds and almost succeeded when the Akuma opened a portal to his dimension."
Chapter 6 (Places),Demonic Dimension,demonic-dimension,published,Shadow Realm,"Race: Children of Lucifer

Home to all of Lucifer’s children, they convene inside of large temple like structure at the center of the dimension with a spirit form of their father. Behemoth was the most recent member that left this dimension to no longer return at his defeat to the Battle Guardians."
Chapter 6 (Places),Moon City,moon-city,published,Between light and dark side of the moon,"Race: Mages

Found between the dark and light side of the moon. Moon City is a place where mages visit to shop, party, and vacation. It has beautiful silver and blue rivers, a protective dome around it, and tall buildings that allow it to resemble London and NYC. In its center is the Moon Mall where many shops and magical items can be found."
Chapter 6 (Places),Moon Mall,moon-mall,published,Centre of Moon City,"Race: Mages (no residents)

A historically large and highly visited mall that is in the center of Moon City. It has many beautiful features including a large Magical Creature Zoo.  It also has a train station that stops at four points around the mall."
Chapter 6 (Places),Magical Creature Zoo,magical-creature-zoo,published,Varies,"Race: Magical creatures
Note: MCZ

Zoos that have numerous magical creatures across the Magical Communities. They contain hundreds, some has thousands of Magical Creatures ranging from numerous species even extinct ones. One of the smallest zoos can be found within the Moon Mall in Moon City."
Chapter 6 (Places),Techno Hyrum,techno-hyrum,published,Techno Triyum System (TTS),"Race: Galactic Beings

A collection of planets where technologies are at its most advance. The technology found within this system are the most advance of any other system to the point where many of its systems became sentient. There are currently 6 worlds within this system, 2 of which with cooperation with Hasbro are from the Transformers universe."
Chapter 6 (Places),Beta 5,beta-5,published,,A small world where insectoids are located and are looked upon as a desolate world from Zeta One.
Chapter 6 (Places),Theta Vi,theta-vi,published,,A large world where there is beautiful nature made up of wires and technically advance robots. The bots here are humanoids with advance communication abilities.
Chapter 6 (Places),Omega Zone,omega-zone,published,,The largest of the worlds in this system and home to the Omegadroids and Alphadroids and the other Galactic Beings. It is the most populated of the other worlds with billions of bots.
Chapter 6 (Places),Sentinel Black,sentinel-black,published,,A large world and sister world to Omega Zone. It is home to a large machine that creates bots that are sent out to various worlds to take them over.
Chapter 6 (Places),New Elitshia,new-elitshia,published,Pacific Ocean,"Race: New Elitshians

New Elitshia is a manmade country that is in the middle of the Pacific Ocean. It vary purpose was originally to be a modern day replica to the original Elitshia with all the original cities revived in modern time. The new country has all the original Elitshian ideas and structures modernized and replicated. New Elitshia is home to most of Elite Comics storylines with Central City being the most prominent location of most characters and their on going battles and lives. New Elitshia is about the size of the entire Ocenia area with Central City being about the size of NYC. Transportation in New Elitshia is controlled by NLTA which is based off of AMATA a semi-real transit authority. NLTA means New Elitshia Transit Authority."
Chapter 6 (Places),Elitshia,elitshia,published,Used to be in the Pacific Ocean,"Race: Elitshians

Elitshia the continent which houses the Elitshian Mythology was predicted to have been about the same size as Australia. This estimate left many to believe that Australia is the modern Elitshia that for some reason lost its history and started anew without any traces of the Elitshians and their many stories. Elitshia from afar could been seen as Utopia, with nourished waters, buildings erected of diamond and glass, and waterfalls that overlooked the many peaceful lands. Elitshia was estimated at having had approximately 143 cities and about 50 villages and towns, its people probably ranged from over 40,000 or based from stories about 300,000 people in all.  Its climate was very humid but with occasional raining and a vast amount of storms. Alongside the east, west, and northern sides of Elitshia lied several islands known as the Islands of Elitshia. In its center lied the largest city and birthplace of its language, Linius. Along with the islands were banks and ship ports on the south side which were used for trading and shipping. To connect with several uninhabitable islands, the Elitshians built bridges called the Pinel Connectors and they were made of marble and stone. The West, East, and South Gulfs were all considered not just trading spots but known as gateways similar to the Japanese and Chinese gateways that were found located in the lakes and seas near their homelands. These Gulfs the Elitshians thought to be the gateways to the underworld, heaven, and the Other World. Two seas lied at the western parts of Elitshians but would submerge into the Pacific Ocean along with the Indian Oceans. They were called the Prosch and Mountain Edge Seas. They got their names from two cities. The Pinel Connectors were destroyed by an army from Invasia “an island that gained independence from Elitshia” when they didn't want the continent to gain more power. Elitshia was either destroyed or named something else in the later parts of history. But one thing is for certain its name will live on forever. Below are over 100 cities that were located in Elitshia."
Chapter 6 (Places),Y’borus,yborus,published,Unknown,"Race: Y’brukahs

A mythical tree that was created by the Domi Mages to preserve the fate of existence. From its branches lies the infinite number of realms. From its stems lies the flow of Time, Magic, Matter, Life, Death, Mass, Power, and Will. Its exact location is unknown. From its existence all things have tried to find it but none had been successful."
Chapter 6 (Places),Invasia,invasia,published,East Elitshia,"Race: Invasians

Was once a beautiful city of Elitshia, until an evil unnamed emperor took control and led an army out west to destroy its alliance with Elitshia. After this Invasia became its own authority and because of their independence, its people didn't believe in magic, gods, or any other force or rule but their own. In the end a big storm destroyed the city about 2,000 years before the destruction of Elitshia"
Chapter 6 (Places),Legacy City,legacy-city,published,Future Central City,"Race: Legacies

A city full of highly advance computer generated places and people. It has since become real by combining human DNA with computerized components creating all places and things inside of the city. The city is the future of Central city and after Central City was destroyed, intellectual beings used new technology to recreate the city. This time the city rose higher and grew wider than before and its new name became Legacy City and its people became known as the Legacies."
Chapter 6 (Places),Stonehendge Valley,stonehendge-valley,published,Northern part of Legacy City,"Race: Old Worlders

Enemies to the residences of Legacy City, the Old Worlders believe that the old world and its ideas & creations are how the world should be. Thus creating a war against Legacy City to bring the world back to normal and defeat the Legacies to do it."
Chapter 6 (Places),Rock Nation,rock-nation,published,Center of Stonehendge Valley,"Race: Old Worlders

Considered the only survivors of the Old World, they are the eldest and most intelligent of Stonehendge Valley. Their city is one of the few remaining cities of New Elitshia."
Chapter 6 (Places),Old World,old-world,published,,"Race: Elitshians

Residences of the original Earth before it was destroyed, the Old World has no location as it is just a term to represent a world before the great battle of gods and mortals."
Chapter 6 (Places),New World,new-world,published,,"Race: Elitshians, Legacies

A term used to describe the new World after the great battle between Gods and mortals. It is made up of mostly technology with little remains of the Old World. It’s new center is called Legacy City where most residences are from."
Chapter 6 (Places),Arvokian Mts,arvokian-mts,published,South of Legacy City,"A wide range of mountains that expand around Legacy city and although it has no residences, it is home to several of the New Beasts."
